eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
51.64,1.5210000000000001,525,0.0020431883,0.054626465,0.5709209,0.0018049333,0.026312187,0.7310999035835266,467,239104,7287.41630252311,3825664
49.33,1.591,526,0.0045185857,0.08929443,0.59330744,0.005495426,0.027451629,0.7460724115371704,468,239616,7302.985905908048,3833856
52.49,1.5,516,0.0032457015,0.081848145,0.548025,0.0058243857,0.029257702,0.7481748461723328,469,240128,7318.847639946034,3842048
56.23,1.515,534,0.0022679295,0.07702637,0.5863327,0.0022802518,0.025765723,0.7331929802894592,470,240640,7334.171572034014,3850240
51.43,1.5860000000000003,526,0.0012232634,0.048095703,0.5590594,-0.000507476,0.02628352,0.7166752219200134,471,241152,7349.7255700991955,3858432
51.48,1.6059999999999999,525,0.0017555696,0.05670166,0.53558314,-0.00025142037,0.026947003,0.726213127374649,472,241664,7365.323806092143,3866624
51.58,1.5319999999999998,516,0.0007967524,0.021728516,0.5413277,-2.9073286e-05,0.0284978,0.6763546764850616,473,242176,7381.191940826131,3874816
54.94,1.5759999999999998,527,0.001221413,0.045837402,0.5446507,0.00045593083,0.025523702,0.7160916030406952,474,242688,7396.7177868850995,3883008
53.37,1.545,517,0.0007561736,0.024597168,0.5208863,0.00046280297,0.027697936,0.7032433748245239,475,243200,7412.549490439007,3891200
51.11,1.6639999999999997,534,0.0008964399,0.026123047,0.49694797,-5.6312783e-05,0.027604464,0.7053128480911255,476,243712,7427.875051207142,3899392
55.63,1.5910000000000002,536,0.0012134154,0.038024902,0.52009445,0.00033786276,0.024081144,0.7570517808198929,477,244224,7443.135147232097,3907584
54.78,1.604,526,0.0005858437,0.018188477,0.5229789,0.00034995202,0.023756426,0.7796817123889923,478,244736,7458.697641656967,3915776
48.22,1.6660000000000001,528,0.0006180001,0.023498535,0.47965485,-7.40058e-05,0.021818282,0.7841115295886993,479,245248,7474.213329337072,3923968
56.02,1.495,528,0.00031941797,0.009765625,0.50297093,0.0003326916,0.02324688,0.7944428622722626,480,245760,7489.704962202115,3932160
52.09,1.5319999999999998,524,0.00089827506,0.030517578,0.46379697,0.00082137494,0.030189514,0.7562600672245026,481,246272,7505.34140942106,3940352
53.08,1.5290000000000001,544,0.00095595315,0.032592773,0.5023559,0.0001790467,0.026883477,0.7438758313655853,482,246784,7520.390596800018,3948544
52.33,1.665,529,0.000750733,0.032348633,0.47815564,2.8805574e-05,0.028897533,0.7012624442577362,483,247296,7535.85170555301,3956736
54.54,1.6060000000000003,532,0.00077369926,0.028930664,0.4994585,0.00022825293,0.029215397,0.6632864773273468,484,247808,7551.242915104143,3964928
55.67,1.5130000000000001,537,0.0025508846,0.050964355,0.46636575,0.0012543591,0.026893778,0.7849701046943665,485,248320,7566.484541837126,3973120
49.52,1.6369999999999998,521,0.00090284325,0.033935547,0.47448638,0.0013852557,0.026207779,0.7314201593399048,486,248832,7582.203276642133,3981312
50.23,1.577,523,0.0008093781,0.022888184,0.43690184,0.0004948991,0.027190182,0.7346118688583374,487,249344,7597.845039949054,3989504
53.38,1.5959999999999999,537,0.00058872445,0.017944336,0.4490919,0.0006656704,0.025244404,0.7817956954240799,488,249856,7613.083397130016,3997696
51.73,1.633,530,0.00063504966,0.020202637,0.43770105,-0.00019293535,0.0239523,0.7622929215431213,489,250368,7628.529902697075,4005888
50.64,1.6569999999999998,521,0.00073639926,0.024902344,0.47124723,-0.00021828676,0.021642018,0.803022488951683,490,250880,7644.243021038128,4014080
51.4,1.585,534,0.00061628455,0.024536133,0.44397014,0.0005219275,0.024981907,0.7368423342704773,491,251392,7659.561990736052,4022272
56.7,1.608,539,0.0005186019,0.015563965,0.4751259,-0.0002631864,0.027657233,0.7482924163341522,492,251904,7674.752856303006,4030464
52.97,1.669,523,0.00064221356,0.022399902,0.48614767,0.0011941122,0.047590896,0.7928934246301651,493,252416,7690.413952311967,4038656
51.76,1.6369999999999998,535,0.0002843006,0.009277344,0.49261838,8.621736e-05,0.05642084,0.7045285701751709,494,252928,7705.719561435049,4046848
50.04,1.619,532,0.00025043474,0.0056152344,0.510196,-0.00017359748,0.05392802,0.6230401396751404,495,253440,7721.092671077,4055040
53.2,1.5939999999999999,529,0.0004239289,0.008239746,0.5436182,-7.8642726e-05,0.049579136,0.6501973271369934,496,253952,7736.568890105002,4063232
49.83,1.686,530,0.00029702368,0.005432129,0.52237886,-0.0006830237,0.05076637,0.6795122921466827,497,254464,7752.0254982681945,4071424
49.9,1.611,527,0.00023943411,0.008728027,0.5172754,-0.00023214155,0.047426872,0.6463726162910461,498,254976,7767.549435377121,4079616
50.58,1.6130000000000002,526,0.00050051656,0.017211914,0.52230877,-0.00015370548,0.045995727,0.6768433153629303,499,255488,7783.128602833021,4087808
50.85,1.629,528,0.00021984229,0.003112793,0.53416675,-5.2216317e-05,0.04453978,0.6842479705810547,500,256000,7798.623872654978,4096000
52.53,1.591,535,0.000641325,0.02532959,0.5515278,-0.00050029985,0.04377923,0.6995317935943604,501,256512,7813.94220387307,4104192
46.23,1.6179999999999999,525,0.0006239567,0.017700195,0.515919,-0.00025533684,0.047230534,0.6581796407699585,502,257024,7829.540472217137,4112384
52.76,1.625,541,0.00042998872,0.0119018555,0.5716506,0.00022570355,0.038419764,0.7053481042385101,503,257536,7844.670012830058,4120576
52.77,1.6230000000000002,525,0.0006379856,0.011291504,0.58404917,-0.00025252442,0.039882563,0.7016652524471283,504,258048,7860.265974838985,4128768
52.6,1.508,534,0.00051274674,0.016967773,0.5719218,0.00026231553,0.038173888,0.7235798239707947,505,258560,7875.593859306071,4136960
57.78,1.5829999999999997,538,0.0004090916,0.013061523,0.57370895,-4.8483344e-05,0.039729845,0.7395497560501099,506,259072,7890.807212691987,4145152
49.55,1.695,529,0.0003029798,0.0064086914,0.55772185,-0.0001359652,0.03722324,0.7220620512962341,507,259584,7906.270787877031,4153344
51.58,1.591,529,0.00039801458,0.010559082,0.5298457,-0.00032309018,0.04070433,0.7103055417537689,508,260096,7921.730190819129,4161536
52.82,1.5930000000000002,536,0.00022049548,0.004760742,0.548675,-9.0766145e-05,0.04127338,0.6987356245517731,509,260608,7937.010467874119,4169728
48.05,1.6780000000000002,523,0.0005745636,0.018737793,0.49592996,-0.00046840304,0.040645633,0.6996725797653198,510,261120,7952.66016802704,4177920
50.64,1.6839999999999997,532,0.0006417504,0.015563965,0.5407175,-0.000568975,0.037165564,0.7210858166217804,511,261632,7968.037272648187,4186112
52.63,1.6159999999999999,524,0.0011024845,0.03363037,0.50506234,-7.953434e-05,0.04050949,0.7001404464244843,512,262144,7983.658390332013,4194304
55.99,1.5530000000000002,545,0.00085855136,0.030090332,0.5745195,0.0008565955,0.032627095,0.747319370508194,513,262656,7998.669353000121,4202496
51.19,1.571,542,0.0030029207,0.08123779,0.4626251,0.0015834174,0.04230502,0.7436345517635345,514,263168,8013.757919188123,4210688
52.12,1.6159999999999999,522,0.0006135167,0.022338867,0.5051172,0.0006251658,0.031539857,0.744466632604599,515,263680,8029.431816233089,4218880
51.19,1.645,518,0.001926089,0.050842285,0.4461937,0.001165213,0.04948999,0.7867536246776581,516,264192,8045.230772884097,4227072
51.72,1.6439999999999997,523,0.0006903282,0.023803711,0.51009583,0.0002767051,0.029498084,0.7114152014255524,517,264704,8060.871089193039,4235264
50.4,1.6539999999999997,524,0.0007133822,0.02709961,0.46991166,0.0003354405,0.030011855,0.6890516877174377,518,265216,8076.4914560590405,4243456
52.06,1.659,523,0.0014636916,0.0524292,0.4813504,0.0028039962,0.02490232,0.7452496588230133,519,265728,8092.128299042117,4251648
51.68,1.669,532,0.0007662878,0.026123047,0.44119212,-0.00028608157,0.02687266,0.7557122111320496,520,266240,8107.516489972128,4259840
52.6,1.659,535,0.00045016853,0.018249512,0.47406998,0.0004448961,0.020739563,0.8104303330183029,521,266752,8122.80522195017,4268032
54.44,1.557,540,0.0009500749,0.02545166,0.46340173,0.0006094512,0.022964062,0.7947790175676346,522,267264,8137.970224162098,4276224
